2020-03-09 14:04:31,825 [Thread-59] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor 208 - Shutting down ExecutorService 'applicationTaskExecutor'
2020-03-09 14:04:31,829 [Thread-59] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean 598 - Closing JPA EntityManagerFactory for persistence unit 'default'
2020-03-09 14:04:31,830 [Thread-59] INFO  com.zaxxer.hikari.HikariDataSource 350 - HikariPool-12 - Shutdown initiated...
2020-03-09 14:04:31,831 [Thread-59] INFO  com.zaxxer.hikari.HikariDataSource 352 - HikariPool-12 - Shutdown completed.
2020-03-09 14:04:32,367 [restartedMain] INFO  com.darwin.VotingSystemApplication 55 - Starting VotingSystemApplication on LAPTOP-1BIGBJBB with PID 18312 (D:\Users\darwi\sts-workspace\VotingSystem\target\classes started by darwi in D:\Users\darwi\sts-workspace\VotingSystem)
2020-03-09 14:04:32,368 [restartedMain] INFO  com.darwin.VotingSystemApplication 651 - No active profile set, falling back to default profiles: default
2020-03-09 14:04:32,569 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate 127 - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2020-03-09 14:04:32,587 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate 187 - Finished Spring Data repository scanning in 17ms. Found 9 JPA repository interfaces.
2020-03-09 14:04:32,626 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-03-09 14:04:32,629 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-03-09 14:04:32,630 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-03-09 14:04:32,630 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@101ea3aa' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-03-09 14:04:32,631 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-03-09 14:04:32,631 [restartedMain] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-03-09 14:04:32,728 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer 92 - Tomcat initialized with port(s): 8080 (http)
2020-03-09 14:04:32,728 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8080"]
2020-03-09 14:04:32,729 [restartedMain] INFO  org.apache.catalina.core.StandardService 173 - Starting service [Tomcat]
2020-03-09 14:04:32,729 [restartedMain] INFO  org.apache.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.30]
2020-03-09 14:04:32,744 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2020-03-09 14:04:32,744 [restartedMain] INFO  org.springframework.web.context.ContextLoader 284 - Root WebApplicationContext: initialization completed in 375 ms
2020-03-09 14:04:32,841 [restartedMain] INFO  org.hibernate.jpa.internal.util.LogHelper 31 - HHH000204: Processing PersistenceUnitInfo [name: default]
2020-03-09 14:04:32,844 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource 110 - HikariPool-13 - Starting...
2020-03-09 14:04:32,853 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource 123 - HikariPool-13 - Start completed.
2020-03-09 14:04:32,853 [restartedMain] INFO  org.hibernate.dialect.Dialect 172 - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-03-09 14:04:32,986 [restartedMain] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator 52 - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-03-09 14:04:32,987 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean 416 - Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-03-09 14:04:33,066 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration 220 - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-03-09 14:04:33,112 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer 58 - LiveReload server is running on port 35729
2020-03-09 14:04:33,267 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain 43 - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6a7c730a, org.springframework.security.web.context.SecurityContextPersistenceFilter@45d650e6, org.springframework.security.web.header.HeaderWriterFilter@5d3ec3a3, org.springframework.web.filter.CorsFilter@53ebc532, org.springframework.security.web.authentication.logout.LogoutFilter@644dcee0, com.darwin.config.JwtRequestFilter@638bece7, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7bc1385f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@564156ef, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7e6d842a, org.springframework.security.web.session.SessionManagementFilter@11588101, org.springframework.security.web.access.ExceptionTranslationFilter@62009a5a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4595bbf4]
2020-03-09 14:04:33,319 [restartedMain] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor 171 - Initializing ExecutorService 'applicationTaskExecutor'
2020-03-09 14:04:33,420 [restartedMain] INFO  org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver 58 - Exposing 2 endpoint(s) beneath base path '/actuator'
2020-03-09 14:04:33,446 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8080"]
2020-03-09 14:04:33,449 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer 204 - Tomcat started on port(s): 8080 (http) with context path ''
2020-03-09 14:04:33,449 [restartedMain] INFO  com.darwin.VotingSystemApplication 61 - Started VotingSystemApplication in 1.101 seconds (JVM running for 9978.117)
2020-03-09 14:04:33,451 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener 63 - Condition evaluation unchanged
